CybORG v2.1, Scenario2, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: d, team: d, technique: d
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -163.75699999999995, standard deviation 80.8954634767062
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.158.176/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.158.182'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.158.182'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User1'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.180.247'), ('Analyse User2', 'ExploitRemoteService 10.0.180.247'), ('DecoyApache User3', 'ExploitRemoteService 10.0.158.182'), ('DecoyFemitter User4', 'PrivilegeEscalate User1'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.180.247'), ('DecoyApache User2', 'ExploitRemoteService 10.0.180.247'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.180.240/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.180.245'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.245'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.225.69'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.225.69'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0')], total reward: -171.79999999999995
actions: [('Remove User3', 'DiscoverRemoteSystems 10.0.132.176/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.132.189'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.132.179'), ('Remove Defender', 'DiscoverNetworkServices 10.0.132.190'), ('Remove User3', 'DiscoverNetworkServices 10.0.132.180'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.132.184'), ('Remove User4', 'PrivilegeEscalate User0'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.132.184'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User1'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.21.209'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.132.189'), ('DecoyApache User4', 'PrivilegeEscalate User2'), ('Analyse User4', 'ExploitRemoteService 10.0.132.190'), ('Remove User1', 'PrivilegeEscalate User4'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.21.211'), ('Remove User3', 'ExploitRemoteService 10.0.132.180'), ('Remove User2', 'PrivilegeEscalate User3'), ('Analyse User1', 'ExploitRemoteService 10.0.21.209'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.21.208/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.21.215'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.21.219'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.21.215'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.212.233'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.132.179'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.21.219'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.21.219'), ('Sleep', 'ExploitRemoteService 10.0.21.219'), ('Analyse User2', 'ExploitRemoteService 10.0.212.233')], total reward: -27.499999999999996
actions: [('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.105.48/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.105.55'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.105.62'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.105.59'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.105.57'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.105.52'), ('Remove Op_Host1', 'PrivilegeEscalate User0'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.105.55'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.249.219'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.105.62'), ('Analyse Enterprise2', 'PrivilegeEscalate User1'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.249.214'), ('DecoyApache User2', 'ExploitRemoteService 10.0.105.52'), ('Remove Op_Server0', 'PrivilegeEscalate User2'), ('Monitor', 'ExploitRemoteService 10.0.249.219'), ('Remove User4', 'ExploitRemoteService 10.0.105.59'), ('DecoyFemitter User3', 'PrivilegeEscalate User4'), ('Remove User1', 'ExploitRemoteService 10.0.249.219'), ('Remove Defender', 'ExploitRemoteService 10.0.105.57'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.249.219'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.249.208/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.249.209'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.249.213'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.249.214'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.249.214'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.249.219'), ('DecoyApache User0', 'ExploitRemoteService 10.0.249.209')], total reward: -19.4
actions: [('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.41.64/28'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.41.72'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.41.73'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.41.67'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.41.65'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.41.69'), ('Remove Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.41.69'), ('Analyse User3', 'PrivilegeEscalate User4'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.121.233'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.121.233'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.121.224/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.121.232'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.121.236'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.121.227'), ('Analyse User0', 'ExploitRemoteService 10.0.121.227'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.121.233'), ('Remove User3', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.41.73'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.121.233'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.121.227'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Remove User3', 'DiscoverNetworkServices 10.0.247.56'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.121.236'), ('Monitor', 'ExploitRemoteService 10.0.41.72'), ('DecoyApache User4', 'PrivilegeEscalate User3'), ('DecoyApache User3', 'ExploitRemoteService 10.0.121.233'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise0')], total reward: -28.599999999999998
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.106.208/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.106.220'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.106.210'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.106.214'), ('Remove User2', 'DiscoverNetworkServices 10.0.106.215'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.106.219'), ('Analyse Op_Host1', 'PrivilegeEscalate User0'), ('Remove User4', 'ExploitRemoteService 10.0.106.214'), ('DecoyFemitter User1', 'PrivilegeEscalate User3'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.193.147'), ('DecoyApache User2', 'ExploitRemoteService 10.0.106.215'), ('Analyse Op_Server0', 'PrivilegeEscalate User4'), ('DecoyApache User4', 'ExploitRemoteService 10.0.106.210'), ('Analyse User1', 'PrivilegeEscalate User2'), ('Remove User1', 'DiscoverNetworkServices 10.0.193.150'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.193.147'), ('Analyse User4', 'PrivilegeEscalate Enterprise0'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.193.144/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.193.153'), ('Analyse User4', 'DiscoverNetworkServices 10.0.193.158'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.193.153'), ('DecoyApache User3', 'ExploitRemoteService 10.0.193.158'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.136.166'), ('Analyse User3', 'ExploitRemoteService 10.0.136.166'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0')], total reward: -73.1
actions: [('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.248.32/28'), ('Sleep', 'DiscoverNetworkServices 10.0.248.39'), ('Remove User2', 'DiscoverNetworkServices 10.0.248.33'), ('Analyse User3', 'DiscoverNetworkServices 10.0.248.45'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.248.38'), ('Remove User3', 'DiscoverNetworkServices 10.0.248.44'), ('DecoyFemitter User1', 'PrivilegeEscalate User0'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.248.38'), ('Analyse Op_Host0', 'PrivilegeEscalate User4'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.71.123'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.248.45'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.71.118'), ('Remove User4', 'ExploitRemoteService 10.0.248.39'), ('Analyse User0', 'PrivilegeEscalate User1'), ('Remove Defender', 'ExploitRemoteService 10.0.71.123'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.71.112/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.71.126'), ('Remove User2', 'DiscoverNetworkServices 10.0.71.122'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.126'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.71.122'), ('Analyse Defender', 'ExploitRemoteService 10.0.71.122'), ('DecoyApache User0', 'ExploitRemoteService 10.0.71.122'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.248.44'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.71.123'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.71.122'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.129.227')], total reward: -22.000000000000007
actions: [('Analyse User0', 'DiscoverRemoteSystems 10.0.205.128/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.205.133'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.205.141'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.205.129'), ('Analyse User2', 'DiscoverNetworkServices 10.0.205.138'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.205.130'), ('DecoyFemitter User0', 'PrivilegeEscalate User0'), ('Remove User1', 'ExploitRemoteService 10.0.205.141'), ('Remove Enterprise0', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.133.113'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.205.138'), ('Remove Enterprise2', 'PrivilegeEscalate User3'), ('Remove User0', 'ExploitRemoteService 10.0.205.129'), ('Analyse User3', 'ExploitRemoteService 10.0.205.133'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User1'), ('Remove User1', 'DiscoverNetworkServices 10.0.133.125'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.133.125'), ('Remove User3', 'PrivilegeEscalate Enterprise1'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.133.112/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.133.116'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.133.126'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.205.130'), ('DecoyApache Defender', 'PrivilegeEscalate User2'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.133.116'), ('Remove User0', 'ExploitRemoteService 10.0.133.125'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.133.116'), ('DecoyApache User2', 'ExploitRemoteService 10.0.133.126'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.133.125'), ('Analyse User3', 'ExploitRemoteService 10.0.133.116')], total reward: -19.799999999999997
actions: [('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.74.176/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.74.186'), ('Sleep', 'DiscoverNetworkServices 10.0.74.183'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.74.181'), ('Remove User4', 'DiscoverNetworkServices 10.0.74.189'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.74.188'), ('Remove Op_Server0', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.74.189'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User1'), ('Analyse User0', 'DiscoverNetworkServices 10.0.74.246'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.74.186'), ('Analyse User1', 'ExploitRemoteService 10.0.74.188'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Analyse User3', 'DiscoverNetworkServices 10.0.74.252'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.74.183'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User2'), ('Analyse Defender', 'ExploitRemoteService 10.0.74.181'), ('DecoyFemitter User0', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.74.246'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.74.240/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.74.249'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.74.254'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.74.252'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.74.249'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'ExploitRemoteService 10.0.74.249'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.195.100')], total reward: -25.999999999999996
actions: [('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.170.64/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.170.65'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.170.78'), ('Analyse User0', 'DiscoverNetworkServices 10.0.170.71'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.170.70'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.170.74'), ('Remove Enterprise0', 'PrivilegeEscalate User0'), ('Analyse User3', 'ExploitRemoteService 10.0.170.65'), ('Remove User4', 'ExploitRemoteService 10.0.170.78'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.138.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.70'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.138.246'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.138.240/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.138.253'), ('Sleep', 'DiscoverNetworkServices 10.0.138.248'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.138.252'), ('Remove User3', 'ExploitRemoteService 10.0.138.248'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.170.70'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User3'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.138.253'), ('Analyse User0', 'ExploitRemoteService 10.0.170.74'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User1'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.138.248'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.138.252'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.175.142'), ('DecoyApache User1', 'ExploitRemoteService 10.0.175.142')], total reward: -29.1
actions: [('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.0.16/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.0.22'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.0.19'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.0.18'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.0.28'), ('Sleep', 'DiscoverNetworkServices 10.0.0.24'), ('Remove Op_Host0', 'PrivilegeEscalate User0'), ('DecoyApache User4', 'ExploitRemoteService 10.0.0.18'), ('Analyse Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.116.233'), ('DecoyApache User3', 'ExploitRemoteService 10.0.0.19'), ('Analyse User4', 'PrivilegeEscalate User1'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.0.28'), ('DecoyFemitter User1', 'PrivilegeEscalate User3'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.116.235'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.0.24'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.0.22'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.116.235'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.116.224/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.116.237'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.116.228'), ('DecoyApache User0', 'ExploitRemoteService 10.0.116.233'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.116.228'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.40.218'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.116.237'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.116.228')], total reward: -28.499999999999996
actions: [('Remove User0', 'DiscoverRemoteSystems 10.0.109.32/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.109.36'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.109.33'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.109.43'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.109.38'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.109.35'), ('DecoyFemitter Defender', 'PrivilegeEscalate User0'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.109.33'), ('DecoyApache User4', 'PrivilegeEscalate User4'), ('Remove User2', 'DiscoverNetworkServices 10.0.146.101'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.109.35'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.146.101'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.146.96/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.146.105'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.146.99'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.146.108'), ('Analyse User2', 'ExploitRemoteService 10.0.109.38'), ('DecoyApache User3', 'ExploitRemoteService 10.0.146.99'), ('DecoyApache User2', 'ExploitRemoteService 10.0.146.101'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'ExploitRemoteService 10.0.109.38'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User3'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.146.105'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.174.40'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.109.36'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('DecoyApache User0', 'ExploitRemoteService 10.0.146.99'), ('Analyse User1', 'ExploitRemoteService 10.0.146.101')], total reward: -27.599999999999998
actions: [('Remove User0', 'DiscoverRemoteSystems 10.0.91.128/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.91.142'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.91.133'), ('Analyse User0', 'DiscoverNetworkServices 10.0.91.141'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.91.134'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.91.139'), ('Remove User1', 'PrivilegeEscalate User0'), ('Remove User3', 'ExploitRemoteService 10.0.91.133'), ('Analyse Op_Host1', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.43.210'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.43.210'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.43.208/28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.43.214'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.43.221'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.43.209'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.43.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Remove User3', 'DiscoverNetworkServices 10.0.21.241'), ('DecoyApache User3', 'ExploitRemoteService 10.0.91.142'), ('DecoyApache Enterprise2', 'PrivilegeEscalate User4'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.43.221'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.21.241'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0')], total reward: -99.4
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.84.160/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.84.169'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.84.166'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.84.172'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.84.170'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.84.165'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User0'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.84.165'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.84.166'), ('DecoyFemitter Defender', 'PrivilegeEscalate User2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.144.145'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.144.145'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.84.169'), ('Analyse User0', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.144.156'), ('DecoyApache User4', 'ExploitRemoteService 10.0.84.170'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.172'), ('Remove Enterprise0', 'PrivilegeEscalate User4'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.144.156'), ('Analyse User4', 'ExploitRemoteService 10.0.144.156'), ('Analyse User0', 'ExploitRemoteService 10.0.144.156'), ('Analyse User4', 'ExploitRemoteService 10.0.144.145'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.144.144/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.144.147'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.144.153'), ('Sleep', 'ExploitRemoteService 10.0.144.153'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.144.147'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2')], total reward: -14.700000000000001
