CybORG v2.1, Scenario2, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: d, team: d, technique: d
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -166.24299999999994, standard deviation 83.79986892181351
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.172.112/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.172.120'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.172.120'), ('Remove User2', 'PrivilegeEscalate User4'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.29.65'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.29.65'), ('Analyse User1', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.29.64/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.29.75'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.29.75'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.56.133'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.56.133'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.187.96/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.187.103'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.187.99'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.187.109'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.187.102'), ('Remove User1', 'DiscoverNetworkServices 10.0.187.100'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse User0', 'ExploitRemoteService 10.0.187.100'), ('Remove User0', 'ExploitRemoteService 10.0.187.99'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.84.145'), ('Remove Defender', 'ExploitRemoteService 10.0.84.145'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User3', 'DiscoverRemoteSystems 10.0.84.144/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.84.151'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.84.148'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.84.150'), ('Remove User0', 'ExploitRemoteService 10.0.84.151'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.152.174'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.187.109'), ('Remove User4', 'PrivilegeEscalate User1'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.152.174'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0')], total reward: -100.2
actions: [('Analyse Defender', 'DiscoverRemoteSystems 10.0.74.96/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.74.100'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.74.101'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.74.103'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.74.98'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.74.107'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User0'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.74.100'), ('DecoyApache User3', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.206.56'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.74.98'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.206.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.206.56'), ('DecoyApache User4', 'ExploitRemoteService 10.0.206.56'), ('Sleep', 'ExploitRemoteService 10.0.74.101'), ('DecoyApache User3', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.206.49'), ('Remove User3', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.206.48/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.206.51'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.206.50'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.206.56'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.74.103'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.206.50'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.206.50'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.206.56'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.206.51'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2')], total reward: -19.3
actions: [('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.232.240/28'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.232.250'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.232.251'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.232.253'), ('Analyse User4', 'DiscoverNetworkServices 10.0.232.242'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.232.241'), ('Analyse User1', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.232.241'), ('DecoyFemitter User4', 'PrivilegeEscalate User3'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.163.77'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.163.77'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.163.64/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.163.72'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.163.65'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.163.76'), ('DecoyApache User3', 'ExploitRemoteService 10.0.163.65'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.163.72'), ('Remove Defender', 'ExploitRemoteService 10.0.232.251'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Monitor', 'ExploitRemoteService 10.0.232.250'), ('Analyse User3', 'PrivilegeEscalate User4'), ('Analyse User0', 'ExploitRemoteService 10.0.232.253'), ('DecoyApache User2', 'PrivilegeEscalate User1'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.232.242'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.163.76'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.23.113'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.163.65')], total reward: -26.89999999999999
actions: [('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.70.192/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.70.206'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.70.196'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.70.197'), ('Remove User2', 'DiscoverNetworkServices 10.0.70.201'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.70.203'), ('Remove Op_Host1', 'PrivilegeEscalate User0'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.70.206'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.70.201'), ('DecoyApache Defender', 'PrivilegeEscalate User4'), ('Remove Defender', 'DiscoverNetworkServices 10.0.64.120'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.70.197'), ('DecoyApache Enterprise1', 'PrivilegeEscalate User3'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.70.203'), ('Remove Op_Host1', 'PrivilegeEscalate User1'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.64.117'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.70.196'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('DecoyApache User3', 'ExploitRemoteService 10.0.64.120'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.64.112/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.64.124'), ('Analyse User1', 'DiscoverNetworkServices 10.0.64.116'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.64.124'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.64.117'), ('Remove User1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.64.124'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.64.124'), ('Analyse User0', 'ExploitRemoteService 10.0.64.117'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.64.120')], total reward: -23.099999999999998
actions: [('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.227.64/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.227.69'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.227.74'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.227.78'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.227.72'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.227.70'), ('Remove User2', 'PrivilegeEscalate User0'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.227.70'), ('Remove Op_Host1', 'PrivilegeEscalate User3'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.243.74'), ('DecoyApache User2', 'ExploitRemoteService 10.0.243.74'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.243.64/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.243.68'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.243.69'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.243.73'), ('Monitor', 'ExploitRemoteService 10.0.243.69'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.150.148'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.227.78'), ('Analyse Op_Host2', 'PrivilegeEscalate User1'), ('Analyse Defender', 'ExploitRemoteService 10.0.243.68'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.227.74'), ('Analyse Op_Server0', 'PrivilegeEscalate User2'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.150.148'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.243.69'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.227.72'), ('Analyse Op_Host2', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.150.148')], total reward: -36.4
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.172.96/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.172.103'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.172.102'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.172.108'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.172.110'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.172.107'), ('Analyse Op_Server0', 'PrivilegeEscalate User0'), ('DecoyApache User3', 'ExploitRemoteService 10.0.172.103'), ('Remove User0', 'PrivilegeEscalate User4'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.117.72'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.172.102'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.172.107'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.117.72'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User4', 'DiscoverRemoteSystems 10.0.117.64/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.117.65'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.117.71'), ('Monitor', 'DiscoverNetworkServices 10.0.117.67'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.117.71'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.172.110'), ('DecoyApache User1', 'PrivilegeEscalate User1'), ('DecoyApache User3', 'ExploitRemoteService 10.0.172.107'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.117.67'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.234.88'), ('Remove User1', 'ExploitRemoteService 10.0.172.107'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.117.72'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.172.107'), ('DecoyApache Defender', 'PrivilegeEscalate User2')], total reward: -28.499999999999993
actions: [('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.20.240/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.20.241'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.20.250'), ('Analyse User1', 'DiscoverNetworkServices 10.0.20.244'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.20.246'), ('Analyse User2', 'DiscoverNetworkServices 10.0.20.254'), ('Remove Enterprise0', 'PrivilegeEscalate User0'), ('Analyse User1', 'ExploitRemoteService 10.0.20.246'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.146.67'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.20.244'), ('Remove User3', 'PrivilegeEscalate User1'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.146.70'), ('Analyse User0', 'ExploitRemoteService 10.0.146.67'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Remove Defender', 'DiscoverRemoteSystems 10.0.146.64/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.146.74'), ('Analyse User2', 'DiscoverNetworkServices 10.0.146.73'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.146.73'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.20.241'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.146.73'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.20.254'), ('Remove Defender', 'PrivilegeEscalate User2'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.146.74'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.177.70'), ('Analyse User3', 'ExploitRemoteService 10.0.20.250'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.177.70'), ('Analyse User0', 'PrivilegeEscalate Op_Server0')], total reward: -28.599999999999998
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.160.240/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.160.249'), ('Analyse User1', 'DiscoverNetworkServices 10.0.160.245'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.160.244'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.160.243'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.160.250'), ('DecoyFemitter Defender', 'PrivilegeEscalate User0'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.160.249'), ('Sleep', 'PrivilegeEscalate User2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.83.212'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.160.244'), ('Analyse Defender', 'PrivilegeEscalate User4'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.83.221'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.83.221'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.83.208/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.83.216'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.83.220'), ('Remove User1', 'ExploitRemoteService 10.0.83.216'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.83.212'), ('DecoyApache User4', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.83.216'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.83.212'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.160.250'), ('DecoyFemitter User4', 'PrivilegeEscalate User3'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.83.216'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.83.216'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.83.216'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.83.216')], total reward: -30.8
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.65.208/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.65.212'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.65.220'), ('Remove User3', 'DiscoverNetworkServices 10.0.65.218'), ('Analyse User4', 'DiscoverNetworkServices 10.0.65.221'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.65.214'), ('DecoyFemitter User3', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.65.212'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.112.118'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.65.218'), ('DecoyApache User3', 'PrivilegeEscalate User1'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.112.126'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.112.118'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.112.112/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.112.125'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.112.119'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.112.125'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.145.20'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.65.214'), ('DecoyApache Enterprise2', 'PrivilegeEscalate User2'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.112.126'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.65.221'), ('Monitor', 'PrivilegeEscalate User4'), ('Remove User0', 'ExploitRemoteService 10.0.112.125'), ('Analyse User4', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.112.119'), ('Remove User0', 'ExploitRemoteService 10.0.112.118')], total reward: -32.699999999999996
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.232.160/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.232.167'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.232.163'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.232.164'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.232.168'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.232.161'), ('Analyse Op_Host0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.232.168'), ('DecoyFemitter Defender', 'PrivilegeEscalate User2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.128.110'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.128.110'), ('Remove User0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.128.96/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.128.103'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.128.101'), ('Remove User1', 'DiscoverNetworkServices 10.0.128.106'), ('Analyse User4', 'ExploitRemoteService 10.0.128.106'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.140.209'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.140.209'), ('Analyse Enterprise0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0')], total reward: -134.29999999999998
actions: [('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.149.32/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.149.39'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.149.41'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.149.36'), ('Remove User1', 'DiscoverNetworkServices 10.0.149.35'), ('Remove Defender', 'DiscoverNetworkServices 10.0.149.45'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User0'), ('DecoyApache User3', 'ExploitRemoteService 10.0.149.39'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.149.35'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User1'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.8.40'), ('Analyse User2', 'ExploitRemoteService 10.0.149.36'), ('Remove Enterprise2', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.8.44'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.149.45'), ('Remove Enterprise0', 'PrivilegeEscalate User3'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.8.40'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.8.32/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.8.36'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.8.42'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.8.36'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.8.36'), ('Remove User0', 'ExploitRemoteService 10.0.8.42'), ('DecoyApache User1', 'ExploitRemoteService 10.0.149.41'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.8.40'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.8.42'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.8.36')], total reward: -19.2
actions: [('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.36.48/28'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.36.59'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.36.61'), ('Remove Defender', 'DiscoverNetworkServices 10.0.36.56'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.36.60'), ('Analyse User2', 'DiscoverNetworkServices 10.0.36.62'), ('Analyse Op_Host2', 'PrivilegeEscalate User0'), ('Remove User2', 'ExploitRemoteService 10.0.36.60'), ('DecoyFemitter User1', 'PrivilegeEscalate User4'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.248.1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.36.56'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.36.56'), ('Remove User2', 'PrivilegeEscalate User2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.248.10'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.36.62'), ('Analyse Enterprise0', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.248.10'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.248.0/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.248.11'), ('Remove User3', 'DiscoverNetworkServices 10.0.248.7'), ('Analyse User4', 'ExploitRemoteService 10.0.248.1'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.36.59'), ('Remove Op_Server0', 'PrivilegeEscalate User3'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.248.7'), ('DecoyApache User1', 'ExploitRemoteService 10.0.36.61'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.248.7'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.248.11'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.248.11')], total reward: -27.499999999999993
